positionId,positionName,committeeId,committeeName,schoolId,schoolName
108,"United States",6,"Economic and Social Council",34,"Austin Preparatory School"
180,Botswana,7,"Environmental Assembly",34,"Austin Preparatory School"
189,Colombia,7,"Environmental Assembly",34,"Austin Preparatory School"
140,Mexico,41,"GA Plenary",34,"Austin Preparatory School"
134,Italy,41,"GA Plenary",34,"Austin Preparatory School"
583,Qatar,10,"International Olympic Committee Rio (2016)",34,"Austin Preparatory School"
674,"Olivia Alonso (PODEMOS)",14,"Plurinational Legislative Assembly of Bolivia",34,"Austin Preparatory School"
680,"Kevin Castillo (MNR)",14,"Plurinational Legislative Assembly of Bolivia",34,"Austin Preparatory School"
491,"Alfonso Robelo",30,Sandinistas,34,"Austin Preparatory School"
479,"Mikhail Litvin - Public Affairs Officer",31,"Soviet Embassy Mangua",34,"Austin Preparatory School"
855,China,4,"UN Development Program",34,"Austin Preparatory School"
869,Mexico,4,"UN Development Program",34,"Austin Preparatory School"
32,Nigeria,2,"African Union",71,"Barrington High School"
5,Burundi,2,"African Union",71,"Barrington High School"
335,Comoros,3,"Arab League",71,"Barrington High School"
337,Egypt,3,"Arab League",71,"Barrington High School"
816,"José Vasconcelos (Secretary of Public Education)",9,"Bucareli Agreement (1923)",71,"Barrington High School"
825,"Charles B. Warren (Diplomat)",9,"Bucareli Agreement (1923)",71,"Barrington High School"
894," Otelo Saraiva de Carvalho (Armed Forces)",17,"Carnation Revolution",71,"Barrington High School"
893,"António dos Santos Ramalho Eanes (Armed Forces)",17,"Carnation Revolution",71,"Barrington High School"
58,Brazil,5,"Disarmament and International Security Committee",71,"Barrington High School"
53,Israel,5,"Disarmament and International Security Committee",71,"Barrington High School"
86,"South Africa",6,"Economic and Social Council",71,"Barrington High School"
112,Philippines,6,"Economic and Social Council",71,"Barrington High School"
174,"South Africa",7,"Environmental Assembly",71,"Barrington High School"
191,Hungary,7,"Environmental Assembly",71,"Barrington High School"
330,Spain,25,"European Union",71,"Barrington High School"
325,Poland,25,"European Union",71,"Barrington High School"
731,"Ilmari Hustich - Minister of Trade and Industry",18,"Finnish Cabinet during the ""Note Crisis"", 1961",71,"Barrington High School"
721,"Ahti Karjalainen - Minister of Foreign Affairs",18,"Finnish Cabinet during the ""Note Crisis"", 1961",71,"Barrington High School"
126,US,41,"GA Plenary",71,"Barrington High School"
136,"South Korea",41,"GA Plenary",71,"Barrington High School"
445,"Itagaki Taisuke",35,"Empire of Japan",31,"Beaver Country Day School"
143,Netherlands,41,"GA Plenary",31,"Beaver Country Day School"
600,Kenya,44,"ICC (Assembly of Parties to the Rome Statute",31,"Beaver Country Day School"
609,Malta,44,"ICC (Assembly of Parties to the Rome Statute",31,"Beaver Country Day School"
909,"Kolbeinn Arnórsson - Northern Quarter (Ásbirningar Clan)",20,"Icelandic Althing, 1262",31,"Beaver Country Day School"
911,"Þórðr Þórðarson - Eastern Quarter (Svínfellingar Clan)",20,"Icelandic Althing, 1262",31,"Beaver Country Day School"
574,USA,10,"International Olympic Committee Rio (2016)",31,"Beaver Country Day School"
597,Italy,10,"International Olympic Committee Rio (2016)",31,"Beaver Country Day School"
672,"Sergio Gutierrez (PODEMOS)",14,"Plurinational Legislative Assembly of Bolivia",31,"Beaver Country Day School"
671,"Victor Herrera (PODEMOS)",14,"Plurinational Legislative Assembly of Bolivia",31,"Beaver Country Day School"
453,"Tan Zhonglin/T'an Chung-lin, Viceroy of Min-Zhe",34,"Qing Empire",31,"Beaver Country Day School"
502,"Daniel Ortega",30,Sandinistas,31,"Beaver Country Day School"
467,"Anastasio Somoza Portocarrero",32,"Somoza Government",31,"Beaver Country Day School"
484,"Anatoly Vasilyevich Torkunov – Scientific and Environmental Attache",31,"Soviet Embassy Mangua",31,"Beaver Country Day School"
851,Canada,4,"UN Development Program",31,"Beaver Country Day School"
860,Guatemala,4,"UN Development Program",31,"Beaver Country Day School"
571,"Ali Mahsas",40,"Algerian War (1959)",54,"Belmont Hill School"
890,"António de Sommer Champalimaud (Estado Novo",17,"Carnation Revolution",54,"Belmont Hill School"
891,"Américo Ferreira Amorim (Estado Novo)",17,"Carnation Revolution",54,"Belmont Hill School"
430,"Masuda Takashi",35,"Empire of Japan",54,"Belmont Hill School"
723,"Edvard Björkenheim - Minister of Defense",18,"Finnish Cabinet during the ""Note Crisis"", 1961",54,"Belmont Hill School"
726,"Juho Niemi - Minister of Finance (shared with Wiljam Sarjala)",18,"Finnish Cabinet during the ""Note Crisis"", 1961",54,"Belmont Hill School"
616,Brazil,44,"ICC (Assembly of Parties to the Rome Statute",54,"Belmont Hill School"
598,"South Africa",44,"ICC (Assembly of Parties to the Rome Statute",54,"Belmont Hill School"
907,"Jón Hjaltason - Northern Quarter (Ásbirningar Clan)",20,"Icelandic Althing, 1262",54,"Belmont Hill School"
923,"Oddgeir Þorsteinsson - Southern Quarter (Haukdælir Clan)",20,"Icelandic Althing, 1262",54,"Belmont Hill School"
461,"Shiduo/Shih-to, Prince Li",34,"Qing Empire",54,"Belmont Hill School"
627,"Henry Doll",12,"Tammany Hall under Boss Murphy",54,"Belmont Hill School"
626,"Thomas Grady",12,"Tammany Hall under Boss Murphy",54,"Belmont Hill School"
507,"Sarah Watson - Cultural Attache",29,"US Embassy Mangua",54,"Belmont Hill School"
45,Zimbabwe,2,"African Union",45,"Beverly High School"
11,"Côte d'Ivoire",2,"African Union",45,"Beverly High School"
57,Colombia,5,"Disarmament and International Security Committee",45,"Beverly High School"
71,Iraq,5,"Disarmament and International Security Committee",45,"Beverly High School"
124,Poland,6,"Economic and Social Council",45,"Beverly High School"
89,Botswana,6,"Economic and Social Council",45,"Beverly High School"
184,Peru,7,"Environmental Assembly",45,"Beverly High School"
130,U.K.,41,"GA Plenary",45,"Beverly High School"
147,Sweden,41,"GA Plenary",45,"Beverly High School"
656,"Kang Kyung-wha",13,"Korean Bilateral Talks",45,"Beverly High School"
489,"Yuri Dubinin - Political Attache",31,"Soviet Embassy Mangua",45,"Beverly High School"
552,"Ad Hoc – 8",39,"Ad Hoc",57,"Boston University Academy"
29,Mozambique,2,"African Union",57,"Boston University Academy"
563,"Mostefa Ben Boulaïd",40,"Algerian War (1959)",57,"Boston University Academy"
442,"Matsukata Masayoshi",35,"Empire of Japan",57,"Boston University Academy"
447,"Choe Ik-hyeon",34,"Qing Empire",57,"Boston University Academy"
490,"Sergio Ramirez",30,Sandinistas,57,"Boston University Academy"
737,"Kazim Karabekir (General, started the Progressive Republican Party)",42,"Turkish Unification",57,"Boston University Academy"
741,"Celal Bayar (Managing Director of the Largest Turkish commercial bank)",42,"Turkish Unification",57,"Boston University Academy"
557,"Ad Hoc – 13",39,"Ad Hoc",60,"Buckingham Browne & Nichols School"
42,Tunisia,2,"African Union",60,"Buckingham Browne & Nichols School"
12,"DR Congo",2,"African Union",60,"Buckingham Browne & Nichols School"
569,"Bachir Hadj Ali",40,"Algerian War (1959)",60,"Buckingham Browne & Nichols School"
352,Tunisia,3,"Arab League",60,"Buckingham Browne & Nichols School"
888,"Americo Tomás (Estado Novo)",17,"Carnation Revolution",60,"Buckingham Browne & Nichols School"
438,"Fukuzawa Yukichi",35,"Empire of Japan",60,"Buckingham Browne & Nichols School"
446,"Min Yeong-Chan, head of the Three Offices",34,"Qing Empire",60,"Buckingham Browne & Nichols School"
797,"Oscar Gorerino (ZANU-PF)",21,"Zimbabwe House of Assembly",60,"Buckingham Browne & Nichols School"
799,"Temba Peter Mliswa (Independent)",21,"Zimbabwe House of Assembly",60,"Buckingham Browne & Nichols School"
886,Lesotho,2,"African Union",52,"Burlington High School"
37,"South Africa",2,"African Union",52,"Burlington High School"
342,Libya,3,"Arab League",52,"Burlington High School"
351,Syria,3,"Arab League",52,"Burlington High School"
65,Somalia,5,"Disarmament and International Security Committee",52,"Burlington High School"
55,Iran,5,"Disarmament and International Security Committee",52,"Burlington High School"
120,Peru,6,"Economic and Social Council",52,"Burlington High School"
88,Zimbabwe,6,"Economic and Social Council",52,"Burlington High School"
173,Italy,7,"Environmental Assembly",52,"Burlington High School"
186,Sweden,7,"Environmental Assembly",52,"Burlington High School"
306,Belgium,25,"European Union",52,"Burlington High School"
307,Bulgaria,25,"European Union",52,"Burlington High School"
443,"Ito Hirobumi",35,"Empire of Japan",28,"Burr and Burton Academy"
150,Iran,41,"GA Plenary",28,"Burr and Burton Academy"
151,Austria,41,"GA Plenary",28,"Burr and Burton Academy"
607,"Bosnia & Herzegovina",44,"ICC (Assembly of Parties to the Rome Statute",28,"Burr and Burton Academy"
614,Japan,44,"ICC (Assembly of Parties to the Rome Statute",28,"Burr and Burton Academy"
787,"Heinrekur Kársson (Bishop of Hólar)",20,"Icelandic Althing, 1262",28,"Burr and Burton Academy"
910,"Gísli Gunnarsson - Eastern Quarter (Svínfellingar Clan)",20,"Icelandic Althing, 1262",28,"Burr and Burton Academy"
692,"Mahmoud Taleghani",19,"Iranian Constitutional Revolution",28,"Burr and Burton Academy"
687,"Abolhassan Banisadr",19,"Iranian Constitutional Revolution",28,"Burr and Burton Academy"
359,India,23,"Legal (Sixth Committee)",28,"Burr and Burton Academy"
389,Germany,23,"Legal (Sixth Committee)",28,"Burr and Burton Academy"
668,"Delfina Rojas (MAS)",14,"Plurinational Legislative Assembly of Bolivia",28,"Burr and Burton Academy"
458,"Xu Jingcheng/Hsü Ching-ch'eng, Minister of Works",34,"Qing Empire",28,"Burr and Burton Academy"
496,"Tomas Borge Martinez",30,Sandinistas,28,"Burr and Burton Academy"
469,"Oscar Sevilla Sacasa",32,"Somoza Government",28,"Burr and Burton Academy"
620,"William Cox Redfield",12,"Tammany Hall under Boss Murphy",28,"Burr and Burton Academy"
537,"Lady Margaret Beaufort, Countess of Richmond",37,"The House of Lancaster",28,"Burr and Burton Academy"
524,"Richard of York, Duke of Gloucester",38,"The House of York",28,"Burr and Burton Academy"
883,"United Arab Emirates",4,"UN Development Program",28,"Burr and Burton Academy"
857,France,4,"UN Development Program",28,"Burr and Burton Academy"
85,Philippines,5,"Disarmament and International Security Committee",38,"Cape Elizabeth High School"
79,Spain,5,"Disarmament and International Security Committee",38,"Cape Elizabeth High School"
95,France,6,"Economic and Social Council",38,"Cape Elizabeth High School"
123,"Democratic Republic of the Congo",6,"Economic and Social Council",38,"Cape Elizabeth High School"
194,Thailand,7,"Environmental Assembly",38,"Cape Elizabeth High School"
185,Kenya,7,"Environmental Assembly",38,"Cape Elizabeth High School"
155,Philippines,41,"GA Plenary",38,"Cape Elizabeth High School"
157,Egypt,41,"GA Plenary",38,"Cape Elizabeth High School"
921,"Ögmundur Stefánsson - Western Quarter (Sturlungar Clan)",20,"Icelandic Althing, 1262",38,"Cape Elizabeth High School"
586,Thailand,10,"International Olympic Committee Rio (2016)",38,"Cape Elizabeth High School"
584,"Czech Republic",10,"International Olympic Committee Rio (2016)",38,"Cape Elizabeth High School"
655,"Cho Myoung-gyon",13,"Korean Bilateral Talks",38,"Cape Elizabeth High School"
644,"Hong Yong-chil",13,"Korean Bilateral Talks",38,"Cape Elizabeth High School"
848,Algeria,4,"UN Development Program",38,"Cape Elizabeth High School"
864,Indonesia,4,"UN Development Program",38,"Cape Elizabeth High School"
13,Egypt,2,"African Union",59,"Chelmsford High School"
10,Congo,2,"African Union",59,"Chelmsford High School"
353,"United Arab Emirates",3,"Arab League",59,"Chelmsford High School"
344,Morocco,3,"Arab League",59,"Chelmsford High School"
76,"Saudi Arabia",5,"Disarmament and International Security Committee",59,"Chelmsford High School"
68,"Sierra Leone",5,"Disarmament and International Security Committee",59,"Chelmsford High School"
93,"United Kingdom",6,"Economic and Social Council",59,"Chelmsford High School"
92,Algeria,6,"Economic and Social Council",59,"Chelmsford High School"
175,Egypt,7,"Environmental Assembly",59,"Chelmsford High School"
167,India,7,"Environmental Assembly",59,"Chelmsford High School"
309,Cyprus,25,"European Union",59,"Chelmsford High School"
6,Cameroon,2,"African Union",12,"Clayton A. Bouton High School"
821,"James Speyer (Banker and representative of major debt holder)",9,"Bucareli Agreement (1923)",12,"Clayton A. Bouton High School"
312,Estonia,25,"European Union",12,"Clayton A. Bouton High School"
612,Canada,44,"ICC (Assembly of Parties to the Rome Statute",12,"Clayton A. Bouton High School"
599,Burundi,44,"ICC (Assembly of Parties to the Rome Statute",12,"Clayton A. Bouton High School"
919,"Jón Magnússon - Western Quarter (Sturlungar Clan)",20,"Icelandic Althing, 1262",12,"Clayton A. Bouton High School"
924,"Magnús Þorsteinsson - Southern Quarter (Haukdælir Clan)",20,"Icelandic Althing, 1262",12,"Clayton A. Bouton High School"
366,Palestine,23,"Legal (Sixth Committee)",12,"Clayton A. Bouton High School"
838,Fiji,43,"Pacific Islands Forum (2018)",12,"Clayton A. Bouton High School"
844,Palau,43,"Pacific Islands Forum (2018)",12,"Clayton A. Bouton High School"
229,Colombia,8,"UN High Commissioner for Refugees",12,"Clayton A. Bouton High School"
231,"Democratic Republic of Congo",8,"UN High Commissioner for Refugees",12,"Clayton A. Bouton High School"
402,China,22,"UN Human Rights Council",12,"Clayton A. Bouton High School"
413,Libya,22,"UN Human Rights Council",12,"Clayton A. Bouton High School"
211,Germany,26,"UN Women",12,"Clayton A. Bouton High School"
220,Honduras,26,"UN Women",12,"Clayton A. Bouton High School"
274,Canada,27,"World Health Organization",12,"Clayton A. Bouton High School"
261,Nigeria,27,"World Health Organization",12,"Clayton A. Bouton High School"
805,"Thabitha Khumalo (MDC)",21,"Zimbabwe House of Assembly",12,"Clayton A. Bouton High School"
794,"Girovah Dzepasi  (ZANU-PF)",21,"Zimbabwe House of Assembly",12,"Clayton A. Bouton High School"
525,"George Plantagenet, 1st Duke of Clarence",38,"The House of York",48,"Colegio San Jose de Tarbes"
96,Germany,6,"Economic and Social Council",22,"Concord Academy"
171,Germany,7,"Environmental Assembly",22,"Concord Academy"
188,Brazil,7,"Environmental Assembly",22,"Concord Academy"
328,Slovakia,25,"European Union",22,"Concord Academy"
315,Germany,25,"European Union",22,"Concord Academy"
378,Nigeria,23,"Legal (Sixth Committee)",22,"Concord Academy"
368,Yemen,23,"Legal (Sixth Committee)",22,"Concord Academy"
241,Japan,8,"UN High Commissioner for Refugees",22,"Concord Academy"
255,Australia,8,"UN High Commissioner for Refugees",22,"Concord Academy"
400,Bolivia,22,"UN Human Rights Council",22,"Concord Academy"
407,Ethiopia,22,"UN Human Rights Council",22,"Concord Academy"
221,Finland,26,"UN Women",22,"Concord Academy"
212,"United Kingdom",26,"UN Women",22,"Concord Academy"
545,"Ad Hoc – 1",39,"Ad Hoc",8,"Fayetteville-Manlius High School"
1,Algeria,2,"African Union",8,"Fayetteville-Manlius High School"
20,Kenya,2,"African Union",8,"Fayetteville-Manlius High School"
346,Palestine,3,"Arab League",8,"Fayetteville-Manlius High School"
350,Sudan,3,"Arab League",8,"Fayetteville-Manlius High School"
822,"Henry Fletcher (Under Secretary of State and Former Ambassador to Mexico)",9,"Bucareli Agreement (1923)",8,"Fayetteville-Manlius High School"
813,"Fernando Iglesias Calderón (Former Ambassador to Mexico and Politician)",9,"Bucareli Agreement (1923)",8,"Fayetteville-Manlius High School"
77,Turkey,5,"Disarmament and International Security Committee",8,"Fayetteville-Manlius High School"
84,Japan,5,"Disarmament and International Security Committee",8,"Fayetteville-Manlius High School"
139,Spain,41,"GA Plenary",8,"Fayetteville-Manlius High School"
154,Singapore,41,"GA Plenary",8,"Fayetteville-Manlius High School"
603,Mali,44,"ICC (Assembly of Parties to the Rome Statute",8,"Fayetteville-Manlius High School"
606,Afghanistan,44,"ICC (Assembly of Parties to the Rome Statute",8,"Fayetteville-Manlius High School"
382,Serbia,23,"Legal (Sixth Committee)",8,"Fayetteville-Manlius High School"
356,China,23,"Legal (Sixth Committee)",8,"Fayetteville-Manlius High School"
841,"Solomon Islands",43,"Pacific Islands Forum (2018)",8,"Fayetteville-Manlius High School"
836,Samoa,43,"Pacific Islands Forum (2018)",8,"Fayetteville-Manlius High School"
456,"Li Hongzhang/Li Hung-chang, Viceroy of Zhili and Beiyang Trade",34,"Qing Empire",8,"Fayetteville-Manlius High School"
637,"Victor J. Dowling",12,"Tammany Hall under Boss Murphy",8,"Fayetteville-Manlius High School"
639,"John T. Oakley",12,"Tammany Hall under Boss Murphy",8,"Fayetteville-Manlius High School"
744,"Mehmet Şükrü Kaya (Minister of Foreign Affairs/Minister of the Interior/previous minister of agriculture)",42,"Turkish Unification",8,"Fayetteville-Manlius High School"
755,"Yusuf Kemal Tengirşenk (Deputy Mayor of the Courthouse for the Justice System)",42,"Turkish Unification",8,"Fayetteville-Manlius High School"
872,Nigeria,4,"UN Development Program",8,"Fayetteville-Manlius High School"
867,Jordan,4,"UN Development Program",8,"Fayetteville-Manlius High School"
251,Turkey,8,"UN High Commissioner for Refugees",8,"Fayetteville-Manlius High School"
237,Hungary,8,"UN High Commissioner for Refugees",8,"Fayetteville-Manlius High School"
420,"Saudi Arabia ",22,"UN Human Rights Council",8,"Fayetteville-Manlius High School"
423,Ukraine,22,"UN Human Rights Council",8,"Fayetteville-Manlius High School"
218,Bhutan,26,"UN Women",8,"Fayetteville-Manlius High School"
198,India,26,"UN Women",8,"Fayetteville-Manlius High School"
515,"Pearl Richardson – Director for the USAID Branch in Nicaragua",29,"US Embassy Mangua",8,"Fayetteville-Manlius High School"
281,Germany,27,"World Health Organization",8,"Fayetteville-Manlius High School"
275,Brazil,27,"World Health Organization",8,"Fayetteville-Manlius High School"
801,"Livingstone Chimina (MDC)",21,"Zimbabwe House of Assembly",8,"Fayetteville-Manlius High School"
791,"Jefry Ngome (ZANU-PF)",21,"Zimbabwe House of Assembly",8,"Fayetteville-Manlius High School"
114,Jordan,6,"Economic and Social Council",25,"Forman School"
91,Kenya,6,"Economic and Social Council",25,"Forman School"
177,Norway,7,"Environmental Assembly",25,"Forman School"
192,Netherlands,7,"Environmental Assembly",25,"Forman School"
392,Mexico,23,"Legal (Sixth Committee)",25,"Forman School"
384,Ukraine,23,"Legal (Sixth Committee)",25,"Forman School"
465,"Isabel Urcuyo de Somoza",32,"Somoza Government",25,"Forman School"
629,"John McGaw Woodbury",12,"Tammany Hall under Boss Murphy",25,"Forman School"
619,"William H. Walker",12,"Tammany Hall under Boss Murphy",25,"Forman School"
531,"Henry Holland, 3rd Duke of Exeter",37,"The House of Lancaster",25,"Forman School"
853,Chad,4,"UN Development Program",25,"Forman School"
874,Oman,4,"UN Development Program",25,"Forman School"
234,France,8,"UN High Commissioner for Refugees",25,"Forman School"
230,"Czech Republic",8,"UN High Commissioner for Refugees",25,"Forman School"
826,"James R. Sheffield (Politician and Diplomat)",9,"Bucareli Agreement (1923)",5,"Guilderland High School"
815,"Genovevo de la O (Politician and former Zapatista leader)",9,"Bucareli Agreement (1923)",5,"Guilderland High School"
896,"Celeste Caeiro (Civil Society)",17,"Carnation Revolution",5,"Guilderland High School"
610,Austria,44,"ICC (Assembly of Parties to the Rome Statute",5,"Guilderland High School"
693,"Mohammad-Reza Mahdavi Kani",19,"Iranian Constitutional Revolution",5,"Guilderland High School"
689,"Mohammad Kazem Shariatmadari",19,"Iranian Constitutional Revolution",5,"Guilderland High School"
653,"Park Soo-gil",13,"Korean Bilateral Talks",5,"Guilderland High School"
662,"Chung Eui-yong",13,"Korean Bilateral Talks",5,"Guilderland High School"
842,"French Polynesia",43,"Pacific Islands Forum (2018)",5,"Guilderland High School"
833,"Cook Islands",43,"Pacific Islands Forum (2018)",5,"Guilderland High School"
664,"Catalina Varela (MAS)",14,"Plurinational Legislative Assembly of Bolivia",5,"Guilderland High School"
679,"Cristian Arias (National Unity Front)",14,"Plurinational Legislative Assembly of Bolivia",5,"Guilderland High School"
624,"Thomas F. Donnelly",12,"Tammany Hall under Boss Murphy",5,"Guilderland High School"
628,"George Washington Plunkitt",12,"Tammany Hall under Boss Murphy",5,"Guilderland High School"
745,"Ibrahim Refik Saydam (Health minister)",42,"Turkish Unification",5,"Guilderland High School"
746,"Sadiye Hanim (First elected female mayor)",42,"Turkish Unification",5,"Guilderland High School"
404,Cuba,22,"UN Human Rights Council",5,"Guilderland High School"
422,Switzerland,22,"UN Human Rights Council",5,"Guilderland High School"
224,"South Korea",26,"UN Women",5,"Guilderland High School"
223,Brazil,26,"UN Women",5,"Guilderland High School"
271,Indonesia,27,"World Health Organization",5,"Guilderland High School"
265,Uganda,27,"World Health Organization",5,"Guilderland High School"
788,"Zimbabwe (18)",21,"Zimbabwe House of Assembly",5,"Guilderland High School"
792,"Mafidi Mnangagwa Tongai (ZANU-PF)",21,"Zimbabwe House of Assembly",5,"Guilderland High School"
34,Senegal,2,"African Union",14,"Gulf Coast High School"
19,Guinea,2,"African Union",14,"Gulf Coast High School"
349,Somalia,3,"Arab League",14,"Gulf Coast High School"
343,Mauritania,3,"Arab League",14,"Gulf Coast High School"
329,Slovenia,25,"European Union",14,"Gulf Coast High School"
331,Sweden,25,"European Union",14,"Gulf Coast High School"
365,"Saudi Arabia ",23,"Legal (Sixth Committee)",14,"Gulf Coast High School"
394,Nicaragua,23,"Legal (Sixth Committee)",14,"Gulf Coast High School"
830,Kiribati,43,"Pacific Islands Forum (2018)",14,"Gulf Coast High School"
300,Kuwait,24,"Security Council",14,"Gulf Coast High School"
299,Kazakhstan,24,"Security Council",14,"Gulf Coast High School"
518,"William Neville, Baron of Fauconberg",38,"The House of York",14,"Gulf Coast High School"
756,"Fuat Ağralı (Treasurer of the Turkish delegation at Lusanne) ",42,"Turkish Unification",14,"Gulf Coast High School"
748,"Fatma Aliye Topuz (Feminist writer, essayist, humanitarian)",42,"Turkish Unification",14,"Gulf Coast High School"
876,"Republic of Korea",4,"UN Development Program",14,"Gulf Coast High School"
865,Lebanon,4,"UN Development Program",14,"Gulf Coast High School"
227,Canada,8,"UN High Commissioner for Refugees",14,"Gulf Coast High School"
243,Pakistan,8,"UN High Commissioner for Refugees",14,"Gulf Coast High School"
424,"Russian Federation",22,"UN Human Rights Council",14,"Gulf Coast High School"
419,Rwanda,22,"UN Human Rights Council",14,"Gulf Coast High School"
200,"Sri Lanka",26,"UN Women",14,"Gulf Coast High School"
217,Maldives,26,"UN Women",14,"Gulf Coast High School"
276,Argentina,27,"World Health Organization",14,"Gulf Coast High School"
268,Egypt,27,"World Health Organization",14,"Gulf Coast High School"
14,Eritrea,2,"African Union",50,Hackley
30,Namibia,2,"African Union",50,Hackley
80,Italy,5,"Disarmament and International Security Committee",50,Hackley
50,UK,5,"Disarmament and International Security Committee",50,Hackley
101,Argentina,6,"Economic and Social Council",50,Hackley
102,Brazil,6,"Economic and Social Council",50,Hackley
182,Bolivia,7,"Environmental Assembly",50,Hackley
181,Namibia,7,"Environmental Assembly",50,Hackley
391,US,23,"Legal (Sixth Committee)",50,Hackley
390,Switzerland,23,"Legal (Sixth Committee)",50,Hackley
63,Argentina,5,"Disarmament and International Security Committee",32,"Hopkins School"
125,Ethiopia,6,"Economic and Social Council",32,"Hopkins School"
118,"El Salvador",6,"Economic and Social Council",32,"Hopkins School"
187,France,7,"Environmental Assembly",32,"Hopkins School"
178,Ecuador,7,"Environmental Assembly",32,"Hopkins School"
313,Finland,25,"European Union",32,"Hopkins School"
318,Ireland,25,"European Union",32,"Hopkins School"
164,Greece,41,"GA Plenary",32,"Hopkins School"
145,Switzerland,41,"GA Plenary",32,"Hopkins School"
786,"Sigvarður Þéttmarsson (Bishop of Skálholt)",20,"Icelandic Althing, 1262",32,"Hopkins School"
587,Belgium,10,"International Olympic Committee Rio (2016)",32,"Hopkins School"
580,Brazil,10,"International Olympic Committee Rio (2016)",32,"Hopkins School"
372,Sudan,23,"Legal (Sixth Committee)",32,"Hopkins School"
387,UK,23,"Legal (Sixth Committee)",32,"Hopkins School"
677,"Isaac Moreno (PODEMOS)",14,"Plurinational Legislative Assembly of Bolivia",32,"Hopkins School"
666,"Fernando Quiroga (MAS)",14,"Plurinational Legislative Assembly of Bolivia",32,"Hopkins School"
488,"Dmitri Ivanov – Defense Attache",31,"Soviet Embassy Mangua",32,"Hopkins School"
877,"South Africa",4,"UN Development Program",32,"Hopkins School"
856,Colombia,4,"UN Development Program",32,"Hopkins School"
