positionId,positionName,committeeId,committeeName,schoolId,schoolName
224,France,102,"United Nations Environmental Programme",100,"Austin Preparatory School"
103,France,110,"United Nations High Commissioner for Refugees",100,"Austin Preparatory School"
81,Libya,98,"United Nations Human Rights Council",100,"Austin Preparatory School"
282,Palestine,106,"United Nations International Children’s Emergency Fund",100,"Austin Preparatory School"
348,Netherlands,100,"United Nations Office on Drugs and Crime",100,"Austin Preparatory School"
156,"Liberia ",96,"World Health Organization",100,"Austin Preparatory School"
21,Mozambique,109,"African Union",103,"Barrington High School"
546,"Boris Johnson, Secretary of State for Foreign and Commonwealth Affairs",93,Brexit,103,"Barrington High School"
520,"Olympe de Gouges",80,"Estates General (1789)",103,"Barrington High School"
364,Brazil,105,"GA Plenary",103,"Barrington High School"
480,"Francisco “Pancho” Villa",82,"Mexican Constitutional Congress (1917)",103,"Barrington High School"
846,"Sydney Morning Herald 1",83,"Press Corps (2019)",103,"Barrington High School"
845,"DAWN 1",83,"Press Corps (2019)",103,"Barrington High School"
471,"Ward 8: Councilman Robert Walsh",78,"Providence City Council (1975)",103,"Barrington High School"
451,France,111,"Special Political and Decolonization Committee",103,"Barrington High School"
627,"James McMillan",77,"The Gilded Age (1892)",103,"Barrington High School"
621,"Collis Potter Huntington",77,"The Gilded Age (1892)",103,"Barrington High School"
322,Sudan,103,"United Nations Economic and Social Council",103,"Barrington High School"
216,Botswana,102,"United Nations Environmental Programme",103,"Barrington High School"
125,Malta,110,"United Nations High Commissioner for Refugees",103,"Barrington High School"
95,Turkey,98,"United Nations Human Rights Council",103,"Barrington High School"
5,Cameroon,109,"African Union",113,"Beaver Country Day School "
564,"Peter Grant, SNP Spokesperson on Exiting the European Union",93,Brexit,113,"Beaver Country Day School "
699,"Ambassador Tankut",88,"Congress of Lutsk (1429) ",113,"Beaver Country Day School "
697,"Ambassador Melek",88,"Congress of Lutsk (1429) ",113,"Beaver Country Day School "
541,"Alan Simpson - Wyoming",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",113,"Beaver Country Day School "
41,USA,97,"Disarmament and International Security Committee",113,"Beaver Country Day School "
394,Cameroon,105,"GA Plenary",113,"Beaver Country Day School "
732,"Ferhat Abbas",89,"Post-Colonial Algeria (1962)",113,"Beaver Country Day School "
748,"Colonel Amirouche",89,"Post-Colonial Algeria (1962)",113,"Beaver Country Day School "
464,"Ward 1: Councilman Charles Murphy",78,"Providence City Council (1975)",113,"Beaver Country Day School "
626,"Nelson Aldrich",77,"The Gilded Age (1892)",113,"Beaver Country Day School "
628,"John Michael Clancy",77,"The Gilded Age (1892)",113,"Beaver Country Day School "
17,Libya,109,"African Union",126,"Bedford High School"
199,Morocco,104,"Arab League",126,"Bedford High School"
43,France,97,"Disarmament and International Security Committee",126,"Bedford High School"
182,Romania,99,"European Union",126,"Bedford High School"
390,Italy,105,"GA Plenary",126,"Bedford High School"
426,China,101,"Security Council",126,"Bedford High School"
440,Cambodia,111,"Special Political and Decolonization Committee",126,"Bedford High School"
320,"Saudia Arabia",103,"United Nations Economic and Social Council",126,"Bedford High School"
400,Australia,108,"United Nations Educational, Scientific, and Cultural Organization",126,"Bedford High School"
229,Italy,102,"United Nations Environmental Programme",126,"Bedford High School"
124,Lithuania,110,"United Nations High Commissioner for Refugees",126,"Bedford High School"
85,Lithuania,98,"United Nations Human Rights Council",126,"Bedford High School"
34,Zimbabwe,109,"African Union",107,"Bellaire High School"
396,Iraq,105,"GA Plenary",107,"Bellaire High School"
463,Philippines,111,"Special Political and Decolonization Committee",107,"Bellaire High School"
619,"George F. Edmunds",77,"The Gilded Age (1892)",107,"Bellaire High School"
620,"John D. Rockefeller",77,"The Gilded Age (1892)",107,"Bellaire High School"
306,Indonesia,103,"United Nations Economic and Social Council",107,"Bellaire High School"
407,China,108,"United Nations Educational, Scientific, and Cultural Organization",107,"Bellaire High School"
235,Vietnam,102,"United Nations Environmental Programme",107,"Bellaire High School"
129,Romania,110,"United Nations High Commissioner for Refugees",107,"Bellaire High School"
97,Greece,98,"United Nations Human Rights Council",107,"Bellaire High School"
784,"Friedrich Christoph Dahlmann",113,"Frankfurt Parliament (1848)",105,"Belmont High School"
783,"Friedrich Daniel Bassermann",113,"Frankfurt Parliament (1848)",105,"Belmont High School"
807,Algeria,112,"Organization of African Unity (1963)",105,"Belmont High School"
804,"Ivory Coast",112,"Organization of African Unity (1963)",105,"Belmont High School"
772,Palau,92,"Pacific Island Leaders Meeting (2018)",105,"Belmont High School"
763,Australia,92,"Pacific Island Leaders Meeting (2018)",105,"Belmont High School"
852,"China Daily 2",83,"Press Corps (2019)",105,"Belmont High School"
847,"Yomiuri Shimbun 1",83,"Press Corps (2019)",105,"Belmont High School"
656,"Julian Savulescu",86,"Second International Summit on Human Genome Editing (2018)",105,"Belmont High School"
660,"Maurizio Balistreri",86,"Second International Summit on Human Genome Editing (2018)",105,"Belmont High School"
617,"Fred DuBois",77,"The Gilded Age (1892)",105,"Belmont High School"
615,"Joseph McKenna",77,"The Gilded Age (1892)",105,"Belmont High School"
547,"Philip Hammond, Chancellor of the Exchequer",93,Brexit,98,"Belmont Hill School"
521,"Pierre Gaspard Chaumette",80,"Estates General (1789)",98,"Belmont Hill School"
371,Phillippines,105,"GA Plenary",98,"Belmont Hill School"
484,"Mauro Loyo Sánchez, Governor of Veracruz",82,"Mexican Constitutional Congress (1917)",98,"Belmont Hill School"
850,"Al Jazeera 2",83,"Press Corps (2019)",98,"Belmont Hill School"
473,"Ward 10: Councilman Paul Ricci",78,"Providence City Council (1975)",98,"Belmont Hill School"
658,"Sivaprakash Ramalingam",86,"Second International Summit on Human Genome Editing (2018)",98,"Belmont Hill School"
758,"Miyake Shotaro (Japan)",94,"Tokyo Trials (1946-48)",98,"Belmont Hill School"
753,"Douglas MacArthur (US)",94,"Tokyo Trials (1946-48)",98,"Belmont Hill School"
77,Djibouti,98,"United Nations Human Rights Council",98,"Belmont Hill School"
825,"Armenian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",153,"Boston University Academy"
836,"Turkmen Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",153,"Boston University Academy"
586,Argentina,95,"Accelerando 2030",153,"Boston University Academy"
593,"Position 6",81,Ad-Hoc,153,"Boston University Academy"
820,"Indra K. Nooy",91,"Amazon Board of Directors (2019)",153,"Boston University Academy"
813,"Shelley L. Reynolds",91,"Amazon Board of Directors (2019)",153,"Boston University Academy"
556,"Jeremy Corbyn, Leader of the opposition, Leader of the Labour Party",93,Brexit,153,"Boston University Academy"
483,"José Mora y del Rio, Archbishop of Mexico",82,"Mexican Constitutional Congress (1917)",153,"Boston University Academy"
27,"South Sudan ",109,"African Union",122,"Buckingham Browne & Nichols"
195,Kuwait,104,"Arab League",122,"Buckingham Browne & Nichols"
698,"Ambassador Muhittin",88,"Congress of Lutsk (1429) ",122,"Buckingham Browne & Nichols"
696,"Ambassador Abdullah",88,"Congress of Lutsk (1429) ",122,"Buckingham Browne & Nichols"
629,Spain,84,"Congress of Panama (1826)",122,"Buckingham Browne & Nichols"
538,"Orrin Hatch - Utah",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",122,"Buckingham Browne & Nichols"
65,"Japan ",97,"Disarmament and International Security Committee",122,"Buckingham Browne & Nichols"
518,"Marie-Elise Dubois",80,"Estates General (1789)",122,"Buckingham Browne & Nichols"
172,"Hungary ",99,"European Union",122,"Buckingham Browne & Nichols"
392,Turkey,105,"GA Plenary",122,"Buckingham Browne & Nichols"
730,"Albert Camus",89,"Post-Colonial Algeria (1962)",122,"Buckingham Browne & Nichols"
682,"Margaret Pryor",87,"Seneca Falls Convention (1848)",122,"Buckingham Browne & Nichols"
672,"Catherine C. Paine",87,"Seneca Falls Convention (1848)",122,"Buckingham Browne & Nichols"
327,Uruguay,103,"United Nations Economic and Social Council",122,"Buckingham Browne & Nichols"
566,"Russian Federation",95,"Accelerando 2030",152,"Burlington High School"
595,"Position 8",81,Ad-Hoc,152,"Burlington High School"
13,"Gambia ",109,"African Union",152,"Burlington High School"
816,"Rosalind G. Brewer",91,"Amazon Board of Directors (2019)",152,"Burlington High School"
814,"Jeffrey A. Wilke",91,"Amazon Board of Directors (2019)",152,"Burlington High School"
201,Palestine,104,"Arab League",152,"Burlington High School"
551,"James Brokenshire, Secretary of State for Northern Ireland",93,Brexit,152,"Burlington High School"
67,"Turkey ",97,"Disarmament and International Security Committee",152,"Burlington High School"
176,Lithuania,99,"European Union",152,"Burlington High School"
707,China,85,"UN Climate Change Conference (2020)",152,"Burlington High School"
3,Botswana,109,"African Union",129,"Cape Elizabeth High School"
821,"Jonathan J. Rubinstein ",91,"Amazon Board of Directors (2019)",129,"Cape Elizabeth High School"
819,"Judith A. McGrath",91,"Amazon Board of Directors (2019)",129,"Cape Elizabeth High School"
209,Yemen,104,"Arab League",129,"Cape Elizabeth High School"
689,"Ambassador Colombo",88,"Congress of Lutsk (1429) ",129,"Cape Elizabeth High School"
58,"Mexico ",97,"Disarmament and International Security Committee",129,"Cape Elizabeth High School"
160,Austria,99,"European Union",129,"Cape Elizabeth High School"
359,Russia,105,"GA Plenary",129,"Cape Elizabeth High School"
427,France,101,"Security Council",129,"Cape Elizabeth High School"
663,"Frederick Douglass",87,"Seneca Falls Convention (1848)",129,"Cape Elizabeth High School"
681,"Elizabeth M’Clintock",87,"Seneca Falls Convention (1848)",129,"Cape Elizabeth High School"
454,Libya,111,"Special Political and Decolonization Committee",129,"Cape Elizabeth High School"
263,"South Africa",107,"UN Women",129,"Cape Elizabeth High School"
298,Columbia,103,"United Nations Economic and Social Council",129,"Cape Elizabeth High School"
401,Azerbaijan,108,"United Nations Educational, Scientific, and Cultural Organization",129,"Cape Elizabeth High School"
218,Croatia,102,"United Nations Environmental Programme",129,"Cape Elizabeth High School"
115,Botswana,110,"United Nations High Commissioner for Refugees",129,"Cape Elizabeth High School"
72,China,98,"United Nations Human Rights Council",129,"Cape Elizabeth High School"
280,Morocco,106,"United Nations International Children’s Emergency Fund",129,"Cape Elizabeth High School"
347,Myanmar,100,"United Nations Office on Drugs and Crime",129,"Cape Elizabeth High School"
838,"Uzbek Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",88,"Clayton A. Bouton High School"
837,"Ukranian Soviet Socialist Republic",115,"27th Congress of the Communist Party of the Soviet Union (1986)",88,"Clayton A. Bouton High School"
7,Chad,109,"African Union",88,"Clayton A. Bouton High School"
193,Egypt,104,"Arab League",88,"Clayton A. Bouton High School"
50,"Ivory Coast",97,"Disarmament and International Security Committee",88,"Clayton A. Bouton High School"
186,Sweden,99,"European Union",88,"Clayton A. Bouton High School"
367,Indonesia,105,"GA Plenary",88,"Clayton A. Bouton High School"
766,Fiji,92,"Pacific Island Leaders Meeting (2018)",88,"Clayton A. Bouton High School"
765,"Federated States of Micronesia",92,"Pacific Island Leaders Meeting (2018)",88,"Clayton A. Bouton High School"
643,"George Church",86,"Second International Summit on Human Genome Editing (2018)",88,"Clayton A. Bouton High School"
651,"Matthew Porteus",86,"Second International Summit on Human Genome Editing (2018)",88,"Clayton A. Bouton High School"
425,USA,101,"Security Council",88,"Clayton A. Bouton High School"
759,"Harry Truman (U.S.)",94,"Tokyo Trials (1946-48)",88,"Clayton A. Bouton High School"
749,Germany,94,"Tokyo Trials (1946-48)",88,"Clayton A. Bouton High School"
712,Japan,85,"UN Climate Change Conference (2020)",88,"Clayton A. Bouton High School"
728,Peru,85,"UN Climate Change Conference (2020)",88,"Clayton A. Bouton High School"
261,Turkey,107,"UN Women",88,"Clayton A. Bouton High School"
302,Finland,103,"United Nations Economic and Social Council",88,"Clayton A. Bouton High School"
227,"Hungary ",102,"United Nations Environmental Programme",88,"Clayton A. Bouton High School"
114,Algeria,110,"United Nations High Commissioner for Refugees",88,"Clayton A. Bouton High School"
96,"Hungary ",98,"United Nations Human Rights Council",88,"Clayton A. Bouton High School"
273,Denmark,106,"United Nations International Children’s Emergency Fund",88,"Clayton A. Bouton High School"
332,France,100,"United Nations Office on Drugs and Crime",88,"Clayton A. Bouton High School"
148,"Trinidad and Tobago ",96,"World Health Organization",88,"Clayton A. Bouton High School"
4,"Burundi ",109,"African Union",131,"Concord Academy"
823,"Patricia Q. Stonesifer",91,"Amazon Board of Directors (2019)",131,"Concord Academy"
197,Libya,104,"Arab League",131,"Concord Academy"
40,"United Kingdom",97,"Disarmament and International Security Committee",131,"Concord Academy"
173,Ireland,99,"European Union",131,"Concord Academy"
372,Vietnam,105,"GA Plenary",131,"Concord Academy"
430,"Dominican Republic",101,"Security Council",131,"Concord Academy"
442,India,111,"Special Political and Decolonization Committee",131,"Concord Academy"
616,"Edward Douglass White",77,"The Gilded Age (1892)",131,"Concord Academy"
606,"Lincoln Steffens",77,"The Gilded Age (1892)",131,"Concord Academy"
324,Thailand,103,"United Nations Economic and Social Council",131,"Concord Academy"
415,Kuwait,108,"United Nations Educational, Scientific, and Cultural Organization",131,"Concord Academy"
228,Ireland,102,"United Nations Environmental Programme",131,"Concord Academy"
569,Canada,95,"Accelerando 2030",148,"Fayetteville-Manlius High School"
589,"Position 2",81,Ad-Hoc,148,"Fayetteville-Manlius High School"
15,Kenya,109,"African Union",148,"Fayetteville-Manlius High School"
817,"Jamie S. Gorelick",91,"Amazon Board of Directors (2019)",148,"Fayetteville-Manlius High School"
822,"Thomas O. Ryder",91,"Amazon Board of Directors (2019)",148,"Fayetteville-Manlius High School"
196,Lebanon,104,"Arab League",148,"Fayetteville-Manlius High School"
548,"David Davis, Secretary of State for Exiting the European Union",93,Brexit,148,"Fayetteville-Manlius High School"
688,"Ambassador Bianchi",88,"Congress of Lutsk (1429) ",148,"Fayetteville-Manlius High School"
701,"Prince Vytautus of Lithuania",88,"Congress of Lutsk (1429) ",148,"Fayetteville-Manlius High School"
632,"Gran Colombia",84,"Congress of Panama (1826)",148,"Fayetteville-Manlius High School"
630,France,84,"Congress of Panama (1826)",148,"Fayetteville-Manlius High School"
544,"Olympia Snowe - Maine",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",148,"Fayetteville-Manlius High School"
59,"Ethiopia ",97,"Disarmament and International Security Committee",148,"Fayetteville-Manlius High School"
163,Croatia,99,"European Union",148,"Fayetteville-Manlius High School"
790,"Karl Vogt",113,"Frankfurt Parliament (1848)",148,"Fayetteville-Manlius High School"
785,"Friedrich Wilhelm IV",113,"Frankfurt Parliament (1848)",148,"Fayetteville-Manlius High School"
380,Australia,105,"GA Plenary",148,"Fayetteville-Manlius High School"
486,"Antonio Diaz Soto y Gama",82,"Mexican Constitutional Congress (1917)",148,"Fayetteville-Manlius High School"
805,"Guinea Conakry",112,"Organization of African Unity (1963)",148,"Fayetteville-Manlius High School"
472,"Ward 9: Councilman Thomas Murray",78,"Providence City Council (1975)",148,"Fayetteville-Manlius High School"
436,Peru,101,"Security Council",148,"Fayetteville-Manlius High School"
457,Pakistan,111,"Special Political and Decolonization Committee",148,"Fayetteville-Manlius High School"
724,Afghanistan,85,"UN Climate Change Conference (2020)",148,"Fayetteville-Manlius High School"
715,Guyana,85,"UN Climate Change Conference (2020)",148,"Fayetteville-Manlius High School"
251,Yemen,107,"UN Women",148,"Fayetteville-Manlius High School"
313,Myanmar,103,"United Nations Economic and Social Council",148,"Fayetteville-Manlius High School"
403,Bangladesh,108,"United Nations Educational, Scientific, and Cultural Organization",148,"Fayetteville-Manlius High School"
214,Bahrain,102,"United Nations Environmental Programme",148,"Fayetteville-Manlius High School"
123,Latvia,110,"United Nations High Commissioner for Refugees",148,"Fayetteville-Manlius High School"
76,Botswana,98,"United Nations Human Rights Council",148,"Fayetteville-Manlius High School"
278,"Hungary ",106,"United Nations International Children’s Emergency Fund",148,"Fayetteville-Manlius High School"
335,Egypt,100,"United Nations Office on Drugs and Crime",148,"Fayetteville-Manlius High School"
133,France,96,"World Health Organization",148,"Fayetteville-Manlius High School"
16,Liberia,109,"African Union",120,"Forman School"
532,"Patsy Takemoto Mink - Hawaii",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",120,"Forman School"
55,"Canada ",97,"Disarmament and International Security Committee",120,"Forman School"
512,"Francois Denis Tronchet",80,"Estates General (1789)",120,"Forman School"
185,Spain,99,"European Union",120,"Forman School"
362,"United Kingdom",105,"GA Plenary",120,"Forman School"
738,"Djamila Boupacha ",89,"Post-Colonial Algeria (1962)",120,"Forman School"
737,"Houari Boumediène",89,"Post-Colonial Algeria (1962)",120,"Forman School"
680,"Lydia Mount",87,"Seneca Falls Convention (1848)",120,"Forman School"
678,"Thomas Dell",87,"Seneca Falls Convention (1848)",120,"Forman School"
316,Panama,103,"United Nations Economic and Social Council",120,"Forman School"
107,Australia,110,"United Nations High Commissioner for Refugees",120,"Forman School"
832,"Latvian Soviet Socialist Republi",115,"27th Congress of the Communist Party of the Soviet Union (1986)",89,"Fryeburg Academy"
570,India,95,"Accelerando 2030",89,"Fryeburg Academy"
600,"Position 13",81,Ad-Hoc,89,"Fryeburg Academy"
540,"Thad Cochran - Michigan",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",89,"Fryeburg Academy"
504,"François Victor du Bois",80,"Estates General (1789)",89,"Fryeburg Academy"
710,France,85,"UN Climate Change Conference (2020)",89,"Fryeburg Academy"
729,Colombia,85,"UN Climate Change Conference (2020)",89,"Fryeburg Academy"
94,Germany,98,"United Nations Human Rights Council",89,"Fryeburg Academy"
2,Angola,109,"African Union",117,"Greenwich Academy"
555,"Gavin Robinson, DUP Westminster Spokesperson for Defense and Home Affairs",93,Brexit,117,"Greenwich Academy"
691,"Ambassador Sottocorno",88,"Congress of Lutsk (1429) ",117,"Greenwich Academy"
685,"King Jagiella of Polan",88,"Congress of Lutsk (1429) ",117,"Greenwich Academy"
633,Mexico,84,"Congress of Panama (1826)",117,"Greenwich Academy"
635,Brazil,84,"Congress of Panama (1826)",117,"Greenwich Academy"
531,"Barbara Mikulski - Maryland",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",117,"Greenwich Academy"
47,"Equatorial Guinea",97,"Disarmament and International Security Committee",117,"Greenwich Academy"
503,"César-Cassini de Rivéry",80,"Estates General (1789)",117,"Greenwich Academy"
187,Turkey,99,"European Union",117,"Greenwich Academy"
377,Bahamas,105,"GA Plenary",117,"Greenwich Academy"
479,"Venustiano Carranza",82,"Mexican Constitutional Congress (1917)",117,"Greenwich Academy"
743,"Alphonse Juin",89,"Post-Colonial Algeria (1962)",117,"Greenwich Academy"
731,"Messali Hadj",89,"Post-Colonial Algeria (1962)",117,"Greenwich Academy"
675,"Rachel Dell Bonnel",87,"Seneca Falls Convention (1848)",117,"Greenwich Academy"
665,"Lucretia Mott",87,"Seneca Falls Convention (1848)",117,"Greenwich Academy"
452,China,111,"Special Political and Decolonization Committee",117,"Greenwich Academy"
317,Philipines,103,"United Nations Economic and Social Council",117,"Greenwich Academy"
399,Afghanistan,108,"United Nations Educational, Scientific, and Cultural Organization",117,"Greenwich Academy"
108,"Saudi Arabia",110,"United Nations High Commissioner for Refugees",117,"Greenwich Academy"
584,Kenya,95,"Accelerando 2030",109,"Guilderland High School"
11,"Egypt ",109,"African Union",109,"Guilderland High School"
553,"Nigel Dodds, Leader of the Northern Irish Democratic Unionist Party in the House of Commons",93,Brexit,109,"Guilderland High School"
52,Peru,97,"Disarmament and International Security Committee",109,"Guilderland High School"
513,"Jacques Gagneux",80,"Estates General (1789)",109,"Guilderland High School"
786,"Gabriel Riesser",113,"Frankfurt Parliament (1848)",109,"Guilderland High School"
373,Argentina,105,"GA Plenary",109,"Guilderland High School"
493,"Lázaro Cárdenas",82,"Mexican Constitutional Congress (1917)",109,"Guilderland High School"
798,Nigeria,112,"Organization of African Unity (1963)",109,"Guilderland High School"
797,Ethiopia,112,"Organization of African Unity (1963)",109,"Guilderland High School"
773,"Papua New Guinea",92,"Pacific Island Leaders Meeting (2018)",109,"Guilderland High School"
741,"Hocine Ait Ahmed",89,"Post-Colonial Algeria (1962)",109,"Guilderland High School"
744,"Krim Belkacem",89,"Post-Colonial Algeria (1962)",109,"Guilderland High School"
474,"Ward 11: Councilwoman Agatha Sachs",78,"Providence City Council (1975)",109,"Guilderland High School"
439,Australia,111,"Special Political and Decolonization Committee",109,"Guilderland High School"
622,"Andrew Carnegie",77,"The Gilded Age (1892)",109,"Guilderland High School"
612,"Oliver Kelley",77,"The Gilded Age (1892)",109,"Guilderland High School"
314,Netherlands,103,"United Nations Economic and Social Council",109,"Guilderland High School"
416,Kyrgyzstan,108,"United Nations Educational, Scientific, and Cultural Organization",109,"Guilderland High School"
213,"Russian Federation",102,"United Nations Environmental Programme",109,"Guilderland High School"
102,China,110,"United Nations High Commissioner for Refugees",109,"Guilderland High School"
86,Malta,98,"United Nations Human Rights Council",109,"Guilderland High School"
274,Estonia,106,"United Nations International Children’s Emergency Fund",109,"Guilderland High School"
334,Djibouti,100,"United Nations Office on Drugs and Crime",109,"Guilderland High School"
571,Japan,95,"Accelerando 2030",104,"Herricks High School"
594,"Position 7",81,Ad-Hoc,104,"Herricks High School"
33,"Zambia ",109,"African Union",104,"Herricks High School"
194,Jordan,104,"Arab League",104,"Herricks High School"
559,"Keir Starmer, Shadow Secretary of State for Leaving the European Union",93,Brexit,104,"Herricks High School"
539,"Robert Dole - Kansas",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",104,"Herricks High School"
53,Poland,97,"Disarmament and International Security Committee",104,"Herricks High School"
500,"Charles Maurice de Talleyrand-Perigord",80,"Estates General (1789)",104,"Herricks High School"
165,"Czechia ",99,"European Union",104,"Herricks High School"
791,"Ludwig von der Pfordten",113,"Frankfurt Parliament (1848)",104,"Herricks High School"
788,"Johann Droysen",113,"Frankfurt Parliament (1848)",104,"Herricks High School"
398,Ireland,105,"GA Plenary",104,"Herricks High School"
492,"Adolfo de la Huerta",82,"Mexican Constitutional Congress (1917)",104,"Herricks High School"
803,Liberia,112,"Organization of African Unity (1963)",104,"Herricks High School"
806,Libya,112,"Organization of African Unity (1963)",104,"Herricks High School"
770,"new Zealand",92,"Pacific Island Leaders Meeting (2018)",104,"Herricks High School"
769,Nauru,92,"Pacific Island Leaders Meeting (2018)",104,"Herricks High School"
856,"Le Monde 2",83,"Press Corps (2019)",104,"Herricks High School"
851,"The Guardian 2",83,"Press Corps (2019)",104,"Herricks High School"
465,"Ward 2: Councilwoman Mary Lively",78,"Providence City Council (1975)",104,"Herricks High School"
428,"Russian Federation",101,"Security Council",104,"Herricks High School"
459,Bolivia,111,"Special Political and Decolonization Committee",104,"Herricks High School"
605,"William Jennings Bryan",77,"The Gilded Age (1892)",104,"Herricks High School"
609,"Eugene Debs",77,"The Gilded Age (1892)",104,"Herricks High School"
246,Bahrain,107,"UN Women",104,"Herricks High School"
308,Kazakhstan,103,"United Nations Economic and Social Council",104,"Herricks High School"
418,Pakistan,108,"United Nations Educational, Scientific, and Cultural Organization",104,"Herricks High School"
221,Denmark,102,"United Nations Environmental Programme",104,"Herricks High School"
106,"Trinidad and Tobago ",110,"United Nations High Commissioner for Refugees",104,"Herricks High School"
80,Lebanon,98,"United Nations Human Rights Council",104,"Herricks High School"
279,Mauritania,106,"United Nations International Children’s Emergency Fund",104,"Herricks High School"
331,China,100,"United Nations Office on Drugs and Crime",104,"Herricks High School"
158,Afghanistan,96,"World Health Organization",104,"Herricks High School"
567,"People's Republic of China",95,"Accelerando 2030",94,"Hopkins School "
502,"Count of Artois",80,"Estates General (1789)",94,"Hopkins School "
386,Madagascar,105,"GA Plenary",94,"Hopkins School "
713,"South Korea",85,"UN Climate Change Conference (2020)",94,"Hopkins School "
726,"Democratic Republic of the Congo",85,"UN Climate Change Conference (2020)",94,"Hopkins School "
296,Benin,103,"United Nations Economic and Social Council",94,"Hopkins School "
104,"Russian Federation",110,"United Nations High Commissioner for Refugees",94,"Hopkins School "
70,"United Kingdom",98,"United Nations Human Rights Council",94,"Hopkins School "
751,"Delfin Jaranilla (Philippines)",94,"Tokyo Trials (1946-48)",140,"J.P. McCaskey High School"
6,"Central African Republic ",109,"African Union",115,"King School"
693,"Delegate Aswin",88,"Congress of Lutsk (1429) ",115,"King School"
692,"Delegate Adelbrand",88,"Congress of Lutsk (1429) ",115,"King School"
638,"United States",84,"Congress of Panama (1826)",115,"King School"
637,"Central America",84,"Congress of Panama (1826)",115,"King School"
537,"Margaret Heckler - Massachusetts",79,"Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW)",115,"King School"
44,"Russian Federation",97,"Disarmament and International Security Committee",115,"King School"
184,Slovenia,99,"European Union",115,"King School"
782,"Carl Theodor Welcker",113,"Frankfurt Parliament (1848)",115,"King School"
787,"Heinrich von Gagern",113,"Frankfurt Parliament (1848)",115,"King School"
395,Afghanistan,105,"GA Plenary",115,"King School"
733,"Ali Ammar",89,"Post-Colonial Algeria (1962)",115,"King School"
746,"Jean Pélégri",89,"Post-Colonial Algeria (1962)",115,"King School"
466,"Ward 3: Councilman James O’Halligan",78,"Providence City Council (1975)",115,"King School"
673,"Richard P. Hunt",87,"Seneca Falls Convention (1848)",115,"King School"
671,"Hannah Plant",87,"Seneca Falls Convention (1848)",115,"King School"
445,Mali,111,"Special Political and Decolonization Committee",115,"King School"
